user_id,in_hour_id,longitude,latitude,city_name,county_name,stay_duration,stay_viewpoint_distance,stay_mall_distance,home_longitude,home_latitude,work_longitude,work_latitude,p_day
18e16f12c34ff7bc0ee13082314d75fd,12,120.419362,30.311945,杭州市,富阳区,2594,6768,2843,120.4214676,30.31640961,120.4232705,30.31505648,2021/11/7
18e16f12c34ff7bc0ee13082314d75fd,9,120.420424,30.314522,杭州市,富阳区,924,6515,2543,120.4214676,30.31640961,120.4232705,30.31505648,2021/11/21
18e16f12c34ff7bc0ee13082314d75fd,14,120.421566,30.316025,杭州市,富阳区,1597,6384,2362,120.4214676,30.31640961,120.4232705,30.31505648,2021/11/6
18e16f12c34ff7bc0ee13082314d75fd,9,120.421566,30.316025,杭州市,富阳区,1371,6384,2362,120.4214676,30.31640961,120.4232705,30.31505648,2021/11/6
18e16f12c34ff7bc0ee13082314d75fd,17,120.42241,30.315484,杭州市,富阳区,6997,6465,2413,120.4214676,30.31640961,120.4232705,30.31505648,2021/11/20
18e16f12c34ff7bc0ee13082314d75fd,10,120.42241,30.315484,杭州市,富阳区,916,6465,2413,120.4214676,30.31640961,120.4232705,30.31505648,2021/11/20
18e16f12c34ff7bc0ee13082314d75fd,9,120.422428,30.315521,杭州市,富阳区,958,6461,2408,120.4214676,30.31640961,120.4232705,30.31505648,2021/11/13
18e16f12c34ff7bc0ee13082314d75fd,15,120.422638,30.313935,杭州市,富阳区,6517,6636,2583,120.4214676,30.31640961,120.4232705,30.31505648,2021/11/20
18e16f12c34ff7bc0ee13082314d75fd,13,120.422678,30.313958,杭州市,富阳区,1022,6635,2580,120.4214676,30.31640961,120.4232705,30.31505648,2021/11/13
18e16f12c34ff7bc0ee13082314d75fd,20,120.422733,30.316649,杭州市,富阳区,1198,6350,2281,120.4214676,30.31640961,120.4232705,30.31505648,2021/11/20
18e16f12c34ff7bc0ee13082314d75fd,9,120.422746,30.316662,杭州市,富阳区,1116,6349,2279,120.4214676,30.31640961,120.4232705,30.31505648,2021/11/14
18e16f12c34ff7bc0ee13082314d75fd,21,120.42304,30.313507,杭州市,富阳区,2212,6693,2628,120.4214676,30.31640961,120.4232705,30.31505648,2021/11/6
18e16f12c34ff7bc0ee13082314d75fd,15,120.42304,30.313507,杭州市,富阳区,2445,6693,2628,120.4214676,30.31640961,120.4232705,30.31505648,2021/11/6
18e16f12c34ff7bc0ee13082314d75fd,0,120.425106,30.316189,杭州市,富阳区,31364,6471,2325,120.4214676,30.31640961,120.4232705,30.31505648,2021/11/20
18e16f12c34ff7bc0ee13082314d75fd,11,120.425121,30.316178,杭州市,富阳区,2106,6473,2326,120.4214676,30.31640961,120.4232705,30.31505648,2021/11/21
18e16f12c34ff7bc0ee13082314d75fd,21,120.425121,30.316178,杭州市,富阳区,10799,6473,2326,120.4214676,30.31640961,120.4232705,30.31505648,2021/11/21
18e16f12c34ff7bc0ee13082314d75fd,11,120.425545,30.316528,杭州市,富阳区,15014,6450,2288,120.4214676,30.31640961,120.4232705,30.31505648,2021/11/14
18e16f12c34ff7bc0ee13082314d75fd,21,120.425553,30.316521,杭州市,富阳区,4938,6451,2289,120.4214676,30.31640961,120.4232705,30.31505648,2021/11/20
18e16f12c34ff7bc0ee13082314d75fd,11,120.425553,30.316521,杭州市,富阳区,6404,6451,2289,120.4214676,30.31640961,120.4232705,30.31505648,2021/11/20
18e16f12c34ff7bc0ee13082314d75fd,12,120.425561,30.31652,杭州市,富阳区,5547,6451,2289,120.4214676,30.31640961,120.4232705,30.31505648,2021/11/21
18e16f12c34ff7bc0ee13082314d75fd,0,120.425561,30.31652,杭州市,富阳区,31859,6451,2289,120.4214676,30.31640961,120.4232705,30.31505648,2021/11/21
18e16f12c34ff7bc0ee13082314d75fd,0,120.434343,30.320038,杭州市,富阳区,6820,6357,2113,120.4214676,30.31640961,120.4232705,30.31505648,2021/11/27
18e16f12c34ff7bc0ee13082314d75fd,14,120.411186,30.308067,杭州市,富阳区,12608,7056,3479,120.4214676,30.31640961,120.4232705,30.31505648,2021/11/13
